source,relation,target
"3',3-diselenodipropionic acid",approval_status,investigational
"3alpha,6beta,7beta,12alpha-tetrahydroxy-5beta-cholan-24-oic acid",has_cas_number,75110-48-4
"3alpha,6beta,7beta,12alpha-tetrahydroxy-5beta-cholan-24-oic acid",approval_status,investigational
BHT-3034,approval_status,investigational
Docarpamine,has_cas_number,74639-40-0
Docarpamine,approval_status,investigational
DDP-225 free base anhydrous,has_cas_number,99487-25-9
DDP-225 free base anhydrous,approval_status,investigational
NNI-351,has_cas_number,929607-23-8
NNI-351,approval_status,investigational
Dodecyl creatine ester,has_cas_number,1442645-21-7
Dodecyl creatine ester,approval_status,investigational
Quinoline,has_cas_number,91-22-5
Quinoline,approval_status,investigational
LDN-193189,has_cas_number,1062368-24-4
LDN-193189,approval_status,investigational
VMD-928,has_cas_number,1802770-18-8
VMD-928,approval_status,investigational
X-165,has_cas_number,1815589-34-4
X-165,approval_status,investigational
Lisaftoclax,has_cas_number,2180923-05-9
Lisaftoclax,approval_status,investigational
NIP-292,approval_status,investigational
BM-3103,approval_status,investigational
Golidocitinib,has_cas_number,2091134-68-6
Golidocitinib,approval_status,investigational
AGS-499,has_cas_number,1092372-02-5
AGS-499,approval_status,investigational
MBS-2320,has_cas_number,1642602-54-7
MBS-2320,approval_status,investigational
Emavusertib,has_cas_number,1801344-14-8
Emavusertib,approval_status,investigational
AKV-9,has_cas_number,1307262-15-2
AKV-9,approval_status,investigational
ZY19489,has_cas_number,1821293-40-6
ZY19489,approval_status,investigational
MG-S-2525,approval_status,investigational
Fidrisertib,has_cas_number,2141955-96-4
Fidrisertib,approval_status,investigational
"5-(4-((2S,5S)-5-(4-chlorobenzyl)-2-methylmorpholino)piperidin-1-yl)-1H-1,2,4-triazol-3-amine",has_cas_number,2088453-21-6
"5-(4-((2S,5S)-5-(4-chlorobenzyl)-2-methylmorpholino)piperidin-1-yl)-1H-1,2,4-triazol-3-amine",approval_status,investigational
NM-004,has_cas_number,402934-69-4
NM-004,approval_status,investigational
"5-[[trans-4-[4-(trifluoromethoxy)phenyl]cyclohexyl]oxy]-1H-1,2,3-triazole-4-carboxylic acid",has_cas_number,2360927-98-4
"5-[[trans-4-[4-(trifluoromethoxy)phenyl]cyclohexyl]oxy]-1H-1,2,3-triazole-4-carboxylic acid",approval_status,investigational
AVS-100,has_cas_number,2245942-72-5
AVS-100,approval_status,investigational
BCX9250,approval_status,investigational
Pociredir,has_cas_number,2490676-18-9
Pociredir,approval_status,investigational
Osivelotor,has_cas_number,2417955-18-9
Osivelotor,approval_status,investigational
Seralutinib,has_cas_number,1619931-27-9
Seralutinib,approval_status,investigational
IDN-7314,has_cas_number,254750-11-3
IDN-7314,approval_status,investigational
JBI-778,approval_status,investigational
Mufemilast,has_cas_number,1255909-03-5
Mufemilast,approval_status,investigational
Onternabez,has_cas_number,256934-39-1
Onternabez,approval_status,investigational
CPZEN-45,has_cas_number,737759-36-3
CPZEN-45,approval_status,investigational
R3R01,approval_status,investigational
Larsucosterol,has_cas_number,884905-07-1
Larsucosterol,approval_status,investigational
Unesbulin,has_cas_number,1610964-64-1
Unesbulin,approval_status,investigational
Crozbaciclib,has_cas_number,2099128-41-1
Crozbaciclib,approval_status,investigational
SEL-24,has_cas_number,1616359-00-2
SEL-24,approval_status,investigational
INS018_055,approval_status,investigational
Apraglutide,has_cas_number,1295353-98-8
Apraglutide,approval_status,investigational
SIS-101-ADO,approval_status,investigational
DTx-1252,approval_status,investigational
IDRX-42,has_cas_number,2590556-80-0
IDRX-42,approval_status,investigational
Roginolisib,has_cas_number,1305267-37-1
Roginolisib,approval_status,investigational
Visometin cation,has_cas_number,934960-96-0
Visometin cation,approval_status,investigational
Fostroxacitabine bralpamide,has_cas_number,2129993-56-0
Fostroxacitabine bralpamide,approval_status,investigational
LNS-8801,has_cas_number,881639-98-1
LNS-8801,approval_status,investigational
GMI-1359,approval_status,investigational
KIT-13,has_cas_number,103628-72-4
KIT-13,approval_status,investigational
AMB-301,approval_status,investigational
Edralbrutinib,has_cas_number,1858206-58-2
Edralbrutinib,approval_status,investigational
Encaleret,has_cas_number,787583-71-5
Encaleret,approval_status,investigational
(-)-beta-Elemene,has_cas_number,515-13-9
(-)-beta-Elemene,approval_status,investigational
Misetionamide,has_cas_number,856785-75-6
Misetionamide,approval_status,investigational
NX001,approval_status,investigational
Epeleuton,has_cas_number,1667760-39-5
Epeleuton,approval_status,investigational
BZ371A,approval_status,investigational
Nedometinib,has_cas_number,2252314-46-6
Nedometinib,approval_status,investigational
SPG302,has_cas_number,2274723-90-7
SPG302,approval_status,investigational
TP-1287,has_cas_number,2044686-42-0
TP-1287,approval_status,investigational
BG-P-TAT,approval_status,investigational
Icapamespib,has_cas_number,1000999-96-1
Icapamespib,approval_status,investigational
SEL120-34A free base,has_cas_number,1609522-33-9
SEL120-34A free base,approval_status,investigational
TQS-168,has_cas_number,49671-76-3
TQS-168,approval_status,investigational
TP-3654,has_cas_number,1361951-15-6
TP-3654,approval_status,investigational
Nesuparib,has_cas_number,2055357-64-5
Nesuparib,approval_status,investigational
Berberine ursodeoxycholate,has_cas_number,1868138-66-2
Berberine ursodeoxycholate,approval_status,investigational
NT-102,has_cas_number,1607447-79-9
NT-102,approval_status,investigational
7.beta.-hydroxycholesteryl-3-oleate,has_cas_number,141099-60-7
7.beta.-hydroxycholesteryl-3-oleate,approval_status,investigational
AUM-302,has_cas_number,1414455-21-2
AUM-302,approval_status,investigational
Golcadomide,has_cas_number,2379572-34-4
Golcadomide,approval_status,investigational
PLG-0206,has_cas_number,847061-43-2
PLG-0206,approval_status,investigational
2'-deoxythioguanosine,has_cas_number,789-61-7
2'-deoxythioguanosine,approval_status,investigational
"6-fluoro-9-methyl-9H-pyrido(3,4-B)-indole",approval_status,investigational
SXR-1096,has_cas_number,1087624-28-9
SXR-1096,approval_status,investigational
EP-0042,has_cas_number,1402709-93-6
EP-0042,approval_status,investigational
YA-101,has_cas_number,151602-49-2
YA-101,approval_status,investigational
PF-07059013,has_cas_number,2435610-93-6
PF-07059013,approval_status,investigational
PHE885,approval_status,investigational
Fipaxalparant,has_cas_number,1195941-38-8
Fipaxalparant,approval_status,investigational
PTX-100,has_cas_number,501010-06-6
PTX-100,approval_status,investigational
Vipoglanstat,has_cas_number,1360622-01-0
Vipoglanstat,approval_status,investigational
RGLS-8429,approval_status,investigational
Anti-CD7 CAR T-cell therapy,approval_status,investigational
OTOF-GT,approval_status,investigational
DYNE-251,approval_status,investigational
NKX101,approval_status,investigational
PMC-403,approval_status,investigational
ARGX-119,approval_status,investigational
DS-2325a,approval_status,investigational
SGN-1,approval_status,investigational
Briquilimab,has_cas_number,2574591-89-0
Briquilimab,approval_status,investigational
Xaluritamig,approval_status,investigational
PBKR03,approval_status,investigational
SBT101,approval_status,investigational
TN-401,approval_status,investigational
ATX-01,approval_status,investigational
BBT-059,approval_status,investigational
MTL-CEBPA,approval_status,investigational
Alidornase alfa,has_cas_number,1788036-49-6
Alidornase alfa,approval_status,investigational
Aloxistatin,has_cas_number,88321-09-9
Aloxistatin,approval_status,investigational
Berbamine,has_cas_number,478-61-5
Berbamine,approval_status,investigational
Firolimogene autotemcel,approval_status,investigational
Gentulizumab,approval_status,investigational
IK-930,approval_status,investigational
NRP-2945,approval_status,investigational
Mocravimod,has_cas_number,509092-16-4
Mocravimod,approval_status,investigational
Zilurgisertib,has_cas_number,2173389-57-4
Zilurgisertib,approval_status,investigational
ENA-001,has_cas_number,1380341-99-0
ENA-001,approval_status,investigational
Utreloxastat,has_cas_number,1213269-96-5
Utreloxastat,approval_status,investigational
ESK981,has_cas_number,856691-93-5
ESK981,approval_status,investigational
QN-302,has_cas_number,2546091-70-5
QN-302,approval_status,investigational
ABX-002,has_cas_number,2156649-32-8
ABX-002,approval_status,investigational
ION582,approval_status,investigational
Atesidorsen,has_cas_number,872063-57-5
Atesidorsen,approval_status,investigational
VO659,has_cas_number,1479142-52-3
VO659,approval_status,investigational
Zilganersen,has_cas_number,2305355-56-8
Zilganersen,approval_status,investigational
ION283,approval_status,investigational
LipidRescue,approval_status,investigational
4-[211At]-L-phenylalanine,approval_status,investigational
ER2001,approval_status,investigational
AK-OTOF,approval_status,investigational
ANG1005,approval_status,investigational
SKL-27969,has_cas_number,2634762-24-4
SKL-27969,approval_status,investigational
CP-12,approval_status,investigational
Cu-64 sartate,approval_status,investigational
KTX-1001,approval_status,investigational
BN104,approval_status,investigational
BRG01,approval_status,investigational
JTT-251,has_cas_number,1627957-25-8
JTT-251,approval_status,investigational
Ga-68 Trivehexin,approval_status,investigational
Etavopivat,has_cas_number,2245053-57-8
Etavopivat,approval_status,investigational
BNT111,approval_status,investigational
Flumecinol,has_cas_number,56430-99-0
Flumecinol,approval_status,investigational
LYT-200,approval_status,investigational
CT103A,approval_status,investigational
CT120,approval_status,investigational
Ersodetug,has_cas_number,2410976-61-1
Ersodetug,approval_status,investigational
NBL-015,approval_status,investigational
ZYIL-1,has_cas_number,2455519-86-3
ZYIL-1,approval_status,investigational
ATI-1013,approval_status,investigational
BMN-351,approval_status,investigational
Nemvaleukin alfa,has_cas_number,2315268-27-8
Nemvaleukin alfa,approval_status,investigational
EDI-200,approval_status,investigational
AGuIX,approval_status,investigational
Dotatoc gallium Ga-68,has_cas_number,1040397-47-4
Dotatoc gallium Ga-68,approval_status,investigational
Gunagratinib,has_cas_number,2211082-53-8
Gunagratinib,approval_status,investigational
CLBS12,approval_status,investigational
VCN-01,approval_status,investigational
Efocipegtrutide,has_cas_number,2513399-19-2
Efocipegtrutide,approval_status,investigational
Canoctakin,has_cas_number,1019859-03-0
Canoctakin,approval_status,investigational
GX-G8,approval_status,investigational
ST-003,has_cas_number,143896-17-7
ST-003,approval_status,investigational
OM-301,approval_status,investigational
BBP-711,approval_status,investigational
Golexanolone,has_cas_number,2089238-18-4
Golexanolone,approval_status,investigational
ACT-1 peptide,approval_status,investigational
Ilixadencel,approval_status,investigational
Cudetaxestat,has_cas_number,1782070-21-6
Cudetaxestat,approval_status,investigational
SER-287,approval_status,investigational
GRObeta,approval_status,investigational
AP-102,has_cas_number,846569-60-6
AP-102,approval_status,investigational
Eneboparatide,has_cas_number,1349298-00-5
Eneboparatide,approval_status,investigational
DOTA-Arg-Pro-Lys-Pro-Gln-Gln-Phe-2Thi-Gly-Leu-Met(O2)-NH2 Actinium AC-225,has_cas_number,2230254-48-3
DOTA-Arg-Pro-Lys-Pro-Gln-Gln-Phe-2Thi-Gly-Leu-Met(O2)-NH2 Actinium AC-225,approval_status,investigational
NX-210c,has_cas_number,216682-41-6
NX-210c,approval_status,investigational
Gresonitamab,has_cas_number,2413817-97-5
Gresonitamab,approval_status,investigational
Vepsitamab,has_cas_number,2413453-53-7
Vepsitamab,approval_status,investigational
Ifinatamab deruxtecan,has_cas_number,2484870-92-8
Ifinatamab deruxtecan,approval_status,investigational
Idroxioleic acid,has_cas_number,56472-29-8
Idroxioleic acid,approval_status,investigational
Ibutamoren,has_cas_number,159634-47-6
Ibutamoren,approval_status,investigational
LP-184,has_cas_number,924835-67-6
LP-184,approval_status,investigational
Cavrotolimod,has_cas_number,2378664-12-9
Cavrotolimod,approval_status,investigational
Haptoglobulin 1/1 (Plasma Derived),approval_status,investigational
FCX-013,approval_status,investigational
Osemitamab,has_cas_number,2460539-61-9
Osemitamab,approval_status,investigational
Indralin,has_cas_number,156691-86-0
Indralin,approval_status,investigational
Tagitanlimab,has_cas_number,2417649-97-7
Tagitanlimab,approval_status,investigational
INO-3107,approval_status,investigational
KB407,approval_status,investigational
KB105,approval_status,investigational
TSHA-104,approval_status,investigational
Belcesiran,has_cas_number,2375562-54-0
Belcesiran,approval_status,investigational
Andusomeran,has_cas_number,2918977-08-7
Andusomeran,has_state,liquid
Andusomeran,approval_status,approved
Raxtozinameran,approval_status,approved
Hemopexin,approval_status,investigational
XMT-2056,approval_status,investigational
DF-1001,approval_status,investigational
Hexasodium phytate,has_cas_number,34367-89-0
Hexasodium phytate,approval_status,investigational
IBIO-100,approval_status,investigational
AP103,approval_status,investigational
CKD-504,approval_status,investigational
(R)-9b,has_cas_number,1655527-68-6
(R)-9b,approval_status,investigational
Nerandomilast,has_cas_number,1423719-30-5
Nerandomilast,approval_status,investigational
Hexapeptide-2,has_cas_number,87616-84-0
Hexapeptide-2,approval_status,investigational
ONL-1204,has_cas_number,2040964-58-5
